"year","month","day","order","country","session.ID","page.1..main.category.","page.2..clothing.model.","colour","location","model.photography","price","price.2","page"
2008,"June",15,3,"Poland",14515,"sale","P65","of many colors","bottom left","profile",43,"yes",4
2008,"April",6,2,"Poland",1807,"sale","P48","of many colors","bottom left","profile",33,"no",3
2008,"April",23,1,"Poland",5569,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"June",11,1,"Poland",14030,"skirts","B6","black","top in the middle","en face",52,"yes",1
2008,"July",19,2,"Poland",20067,"sale","P61","beige","top right","profile",28,"no",4
2008,"April",9,6,"Poland",2560,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"June",16,1,"Poland",14726,"skirts","B1","brown","top left","en face",57,"yes",1
2008,"April",20,2,"Poland",4843,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"May",8,7,"Poland",8136,"trousers","A24","black","top in the middle","en face",48,"yes",2
2008,"July",11,10,"Poland",18819,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"June",21,4,"Poland",15565,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"May",29,43,"Poland",11887,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"May",8,3,"Poland",8212,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"June",18,2,"Poland",15127,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"June",6,3,"Poland",13163,"trousers","A7","blue","top right","en face",43,"no",1
2008,"May",21,3,"Poland",10326,"trousers","A20","black","top left","profile",38,"no",2
2008,"June",27,26,"Poland",16502,"blouses","C11","green","bottom left","en face",33,"no",1
2008,"July",22,3,"Poland",20663,"sale","P52","pink","bottom right","profile",23,"no",3
2008,"August",12,1,"Poland",23850,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"April",5,3,"Poland",1516,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"July",11,4,"Poland",18667,"blouses","C51","grey","bottom in the middle","en face",20,"no",3
2008,"June",24,7,"Poland",16019,"blouses","C45","pink","top right","en face",55,"yes",3
2008,"July",27,1,"Poland",21404,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"July",9,5,"Poland",18343,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"June",30,10,"com(*.com)",17025,"sale","P5","blue","top in the middle","en face",23,"no",1
2008,"April",18,13,"Poland",4569,"sale","P70","grey","bottom right","profile",38,"yes",4
2008,"April",5,18,"Poland",1680,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"August",1,1,"Poland",22219,"skirts","B9","beige","top right","en face",48,"no",1
2008,"April",11,1,"Poland",3101,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"May",7,1,"Poland",8084,"blouses","C3","grey","top left","profile",23,"no",1
2008,"June",1,12,"net(*.net)",12264,"skirts","B26","violet","top right","en face",57,"yes",2
2008,"May",11,8,"Czech_Republic",8534,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"June",11,20,"Czech_Republic",13988,"trousers","A30","grey","bottom left","en face",38,"no",2
2008,"April",14,19,"Czech_Republic",3585,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"May",25,2,"Poland",11077,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"July",19,5,"net(*.net)",20092,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"May",22,6,"Poland",10640,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"May",5,9,"Poland",7503,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"May",9,10,"Poland",8398,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"June",10,14,"Poland",13742,"sale","P36","black","bottom right","en face",43,"yes",2
2008,"July",29,3,"Poland",21732,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"May",26,1,"Poland",11325,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"May",8,159,"Poland",8201,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"April",4,20,"Poland",1244,"trousers","A10","blue","bottom left","en face",38,"no",1
2008,"July",4,5,"Poland",17664,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"May",14,4,"Poland",9071,"skirts","B28","of many colors","bottom left","en face",38,"no",2
2008,"April",2,6,"Poland",620,"skirts","B27","black","top right","en face",57,"yes",2
2008,"July",21,10,"Poland",20415,"skirts","B14","black","bottom in the middle","en face",62,"yes",1
2008,"August",2,6,"Poland",22284,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"April",2,5,"Czech_Republic",518,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",28,25,"Poland",21580,"sale","P17","black","bottom right","profile",38,"yes",1
2008,"June",17,11,"Poland",14866,"sale","P70","grey","bottom right","profile",38,"yes",4
2008,"July",23,1,"Poland",20793,"blouses","C12","white","bottom left","en face",43,"yes",1
2008,"April",22,20,"Poland",5321,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"April",4,2,"Poland",1370,"sale","P46","white","bottom left","en face",28,"no",3
2008,"August",5,8,"Poland",22690,"blouses","C48","grey","bottom left","en face",28,"no",3
2008,"April",24,2,"Poland",5668,"blouses","C36","white","bottom right","en face",43,"yes",2
2008,"June",16,1,"net(*.net)",14743,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"April",1,9,"Czech_Republic",408,"skirts","B22","black","top in the middle","en face",67,"yes",2
2008,"May",25,1,"Poland",11033,"blouses","C35","of many colors","bottom right","en face",50,"yes",2
2008,"June",19,3,"Poland",15243,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",17,41,"Czech_Republic",19777,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"June",13,2,"Poland",14200,"sale","P1","blue","top left","en face",38,"yes",1
2008,"May",29,12,"Poland",11758,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"June",13,3,"Poland",14243,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"April",25,1,"Lithuania",5850,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"June",9,7,"Czech_Republic",13539,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"June",6,45,"Czech_Republic",13146,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"June",25,2,"Poland",16201,"trousers","A7","blue","top right","en face",43,"no",1
2008,"July",10,2,"Poland",18549,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"July",6,28,"Czech_Republic",17797,"blouses","C39","grey","top left","en face",77,"yes",3
2008,"May",7,2,"Poland",7962,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"May",22,5,"Poland",10638,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"June",21,41,"Poland",15592,"sale","P16","green","bottom right","en face",33,"no",1
2008,"May",12,9,"Poland",8702,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",11,2,"Poland",18751,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"June",18,2,"Poland",15066,"blouses","C34","green","bottom right","en face",48,"yes",2
2008,"June",11,37,"Poland",13996,"sale","P1","blue","top left","en face",38,"yes",1
2008,"May",19,11,"Poland",10014,"blouses","C49","brown","bottom in the middle","profile",26,"no",3
2008,"July",6,6,"Poland",17854,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"July",2,90,"Poland",17209,"sale","P1","blue","top left","en face",38,"yes",1
2008,"May",22,9,"Czech_Republic",10610,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"July",30,43,"Poland",21771,"skirts","B19","violet","top left","en face",38,"no",2
2008,"July",25,4,"Poland",21058,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",22,4,"Poland",5378,"sale","P8","black","top right","en face",28,"no",1
2008,"April",21,2,"Poland",5204,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"April",12,6,"Poland",3201,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",17,3,"Poland",19731,"sale","P4","brown","top in the middle","en face",38,"yes",1
2008,"April",2,7,"Poland",836,"sale","P39","white","top left","en face",43,"yes",3
2008,"April",1,12,"Poland",33,"sale","P30","brown","bottom left","en face",33,"no",2
2008,"May",28,3,"Poland",11604,"trousers","A3","blue","top left","en face",72,"yes",1
2008,"May",20,3,"Poland",10255,"sale","P3","black","top left","en face",48,"yes",1
2008,"May",5,3,"Poland",7652,"trousers","A35","white","bottom right","profile",33,"no",2
2008,"July",8,8,"Poland",18157,"skirts","B24","pink","top in the middle","en face",57,"yes",2
2008,"July",5,4,"Poland",17694,"skirts","B19","violet","top left","en face",38,"no",2
2008,"April",8,8,"Poland",2189,"skirts","B9","beige","top right","en face",48,"no",1
2008,"May",3,3,"Poland",7289,"skirts","B19","violet","top left","en face",38,"no",2
2008,"May",3,7,"Czech_Republic",7233,"trousers","A33","beige","bottom in the middle","en face",38,"no",2
2008,"May",27,13,"Poland",11381,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"August",8,6,"Poland",23271,"blouses","C20","violet","top left","profile",48,"yes",2
2008,"June",23,8,"Poland",15775,"sale","P51","of many colors","bottom in the middle","en face",28,"no",3
2008,"July",31,16,"Poland",22058,"blouses","C55","violet","top left","en face",48,"yes",4
2008,"April",29,2,"Poland",6615,"sale","P49","white","bottom in the middle","en face",33,"no",3
2008,"April",22,1,"Poland",5349,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",29,3,"com(*.com)",21714,"blouses","C32","black","bottom in the middle","en face",33,"no",2
2008,"July",1,10,"Poland",17036,"blouses","C50","of many colors","bottom in the middle","profile",20,"no",3
2008,"April",29,41,"Poland",6592,"sale","P32","blue","bottom in the middle","profile",43,"yes",2
2008,"August",2,2,"Poland",22295,"skirts","B22","black","top in the middle","en face",67,"yes",2
2008,"June",4,3,"Poland",12740,"sale","P16","green","bottom right","en face",33,"no",1
2008,"April",22,4,"Poland",5325,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"May",8,2,"Poland",8140,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",21,4,"Poland",20345,"sale","P1","blue","top left","en face",38,"yes",1
2008,"July",30,35,"Poland",21771,"skirts","B8","brown","top right","profile",52,"yes",1
2008,"April",3,2,"net(*.net)",1144,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"June",18,3,"Poland",15132,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"April",3,4,"Poland",1201,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",15,13,"Poland",19378,"sale","P12","brown","bottom left","en face",33,"no",1
2008,"April",30,3,"Poland",6811,"sale","P21","brown","top left","en face",33,"no",2
2008,"May",23,14,"Poland",10757,"blouses","C55","violet","top left","en face",48,"yes",4
2008,"April",8,12,"Czech_Republic",2335,"trousers","A20","black","top left","profile",38,"no",2
2008,"July",11,2,"Poland",18753,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"June",16,4,"Poland",14623,"blouses","C21","white","top left","en face",57,"yes",2
2008,"April",7,8,"Poland",2007,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"June",13,18,"Poland",14336,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"May",26,1,"Poland",11206,"trousers","A26","black","top right","en face",38,"no",2
2008,"April",1,1,"Poland",348,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",7,5,"Poland",2013,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"May",12,33,"Poland",8790,"blouses","C59","burgundy","top in the middle","profile",52,"yes",4
2008,"May",14,1,"Poland",9174,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"April",11,12,"Poland",2975,"sale","P33","of many colors","bottom in the middle","en face",43,"yes",2
2008,"June",26,28,"com(*.com)",16263,"blouses","C28","black","bottom left","profile",48,"yes",2
2008,"May",29,7,"Poland",11717,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"June",3,3,"Poland",12620,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"April",16,15,"Poland",4057,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"August",9,6,"Poland",23492,"skirts","B12","black","bottom left","en face",38,"no",1
2008,"May",30,1,"Poland",11962,"sale","P19","black","top left","en face",48,"yes",2
2008,"July",29,14,"Poland",21642,"trousers","A32","black","bottom in the middle","en face",38,"no",2
2008,"June",3,12,"Poland",12561,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",10,4,"Poland",2732,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"July",15,7,"Poland",19379,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"April",1,7,"Czech_Republic",408,"trousers","A37","black","top left","en face",62,"yes",3
2008,"August",8,3,"Poland",23257,"trousers","A2","blue","top left","en face",43,"no",1
2008,"August",11,2,"Poland",23773,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"June",6,4,"Poland",13184,"blouses","C12","white","bottom left","en face",43,"yes",1
2008,"April",5,1,"Poland",1512,"blouses","C15","grey","bottom in the middle","en face",33,"no",1
2008,"July",11,4,"Czech_Republic",18692,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"May",29,13,"Poland",11720,"skirts","B25","grey","top right","en face",38,"no",2
2008,"April",15,2,"Poland",3780,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"July",11,2,"Poland",18741,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",10,3,"Poland",18610,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"April",11,1,"Germany",3087,"sale","P81","brown","top right","profile",43,"yes",5
2008,"April",23,3,"Poland",5462,"sale","P37","black","top left","en face",43,"yes",3
2008,"May",28,7,"Poland",11625,"trousers","A31","grey","bottom in the middle","profile",62,"yes",2
2008,"April",5,14,"Slovakia",1638,"blouses","C59","burgundy","top in the middle","profile",52,"yes",4
2008,"July",15,2,"Poland",19340,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"June",30,2,"Poland",16876,"skirts","B27","black","top right","en face",57,"yes",2
2008,"July",5,7,"Poland",17725,"blouses","C5","pink","top in the middle","en face",48,"yes",1
2008,"May",10,2,"Poland",8480,"skirts","B29","black","bottom left","en face",62,"yes",2
2008,"April",18,62,"Poland",4407,"sale","P72","white","bottom right","en face",33,"no",4
2008,"July",17,21,"Poland",19758,"sale","P29","burgundy","bottom left","profile",33,"no",2
2008,"June",2,1,"Poland",12460,"blouses","C3","grey","top left","profile",23,"no",1
2008,"August",6,163,"Poland",22902,"trousers","A20","black","top left","profile",38,"no",2
2008,"April",18,33,"Poland",4601,"sale","P56","black","top left","en face",33,"no",4
2008,"April",12,3,"Poland",3266,"blouses","C58","white","top in the middle","profile",48,"yes",4
2008,"July",5,19,"Poland",17767,"sale","P14","black","bottom in the middle","profile",38,"yes",1
2008,"July",30,2,"Poland",21871,"sale","P26","brown","top right","en face",43,"yes",2
2008,"July",28,2,"Czech_Republic",21436,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"April",29,18,"Czech_Republic",6520,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"April",1,6,"Poland",326,"trousers","A20","black","top left","profile",38,"no",2
2008,"June",3,1,"Poland",12673,"trousers","A2","blue","top left","en face",43,"no",1
2008,"August",3,103,"Poland",22433,"sale","P57","brown","top left","en face",43,"yes",4
2008,"May",19,5,"Slovakia",10040,"trousers","A29","black","bottom left","en face",60,"yes",2
2008,"July",19,10,"Poland",20058,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",1,4,"Ireland",60,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"June",28,2,"Poland",16638,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",22,7,"Poland",5329,"sale","P15","brown","bottom in the middle","profile",38,"yes",1
2008,"August",7,17,"Poland",23134,"trousers","A7","blue","top right","en face",43,"no",1
2008,"June",30,7,"Poland",17001,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",22,6,"Poland",20626,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"July",14,6,"Poland",19247,"blouses","C21","white","top left","en face",57,"yes",2
2008,"August",8,9,"unidentified",23233,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"May",10,4,"Poland",8492,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"August",12,5,"Poland",23866,"trousers","A2","blue","top left","en face",43,"no",1
2008,"May",6,3,"Poland",7815,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"July",21,9,"Poland",20431,"sale","P59","black","top in the middle","profile",38,"yes",4
2008,"May",14,3,"Poland",9184,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"May",16,2,"Slovakia",9533,"trousers","A7","blue","top right","en face",43,"no",1
2008,"June",8,1,"Lithuania",13384,"skirts","B33","grey","bottom in the middle","profile",33,"no",2
2008,"April",2,7,"Poland",808,"sale","P70","grey","bottom right","profile",38,"yes",4
2008,"April",25,7,"Poland",5967,"trousers","A28","beige","bottom left","profile",43,"no",2
2008,"August",5,1,"Poland",22750,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"May",16,6,"Czech_Republic",9447,"blouses","C14","of many colors","bottom in the middle","en face",23,"no",1
2008,"April",12,13,"Poland",3274,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"August",11,7,"Poland",23716,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"July",4,1,"Poland",17600,"trousers","A36","beige","bottom right","en face",33,"no",2
2008,"April",8,4,"Poland",2382,"trousers","A6","blue","top in the middle","en face",43,"no",1
2008,"April",16,2,"Poland",4092,"trousers","A2","blue","top left","en face",43,"no",1
2008,"May",31,4,"Poland",12074,"blouses","C2","red","top left","en face",43,"yes",1
2008,"April",2,5,"Poland",482,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"June",19,6,"Poland",15326,"sale","P26","brown","top right","en face",43,"yes",2
2008,"May",19,3,"Poland",9880,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"April",26,2,"Poland",6014,"sale","P5","blue","top in the middle","en face",23,"no",1
2008,"June",28,3,"Poland",16643,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"July",5,6,"Poland",17703,"sale","P46","white","bottom left","en face",28,"no",3
2008,"August",5,32,"Poland",22798,"sale","P13","brown","bottom in the middle","en face",38,"yes",1
2008,"April",1,6,"Poland",229,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"April",5,4,"Poland",1592,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"July",4,1,"net(*.net)",17620,"blouses","C8","black","top right","profile",48,"yes",1
2008,"April",1,6,"Poland",433,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"June",28,20,"Poland",16619,"sale","P82","grey","bottom left","profile",48,"yes",5
2008,"May",11,9,"Poland",8521,"sale","P61","beige","top right","profile",28,"no",4
2008,"July",13,5,"Poland",19064,"sale","P16","green","bottom right","en face",33,"no",1
2008,"July",31,5,"Poland",22079,"sale","P34","of many colors","bottom right","profile",48,"yes",2
2008,"May",18,18,"Poland",9752,"blouses","C7","violet","top right","en face",48,"yes",1
2008,"April",24,10,"Poland",5721,"sale","P57","brown","top left","en face",43,"yes",4
2008,"May",14,7,"Poland",9209,"blouses","C9","grey","top right","en face",48,"yes",1
2008,"April",2,3,"Lithuania",554,"trousers","A39","brown","top left","en face",38,"no",3
2008,"July",17,1,"Poland",19810,"skirts","B7","grey","top right","en face",38,"no",1
2008,"April",29,1,"Poland",6536,"skirts","B8","brown","top right","profile",52,"yes",1
2008,"August",2,19,"Poland",22329,"blouses","C26","white","top right","en face",28,"no",2
2008,"June",18,7,"Poland",15056,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"August",7,8,"Poland",23217,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"May",3,5,"Czech_Republic",7311,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"July",16,2,"Poland",19664,"skirts","B5","white","top in the middle","profile",52,"yes",1
2008,"May",27,29,"Poland",11506,"trousers","A25","beige","top right","en face",38,"no",2
2008,"April",9,3,"Lithuania",2420,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"July",11,18,"Czech_Republic",18839,"blouses","C33","white","bottom in the middle","en face",48,"yes",2
2008,"April",16,10,"Poland",4002,"trousers","A9","blue","top right","en face",82,"yes",1
2008,"April",29,4,"Poland",6733,"blouses","C49","brown","bottom in the middle","profile",26,"no",3
2008,"April",18,6,"Poland",4483,"blouses","C6","grey","top in the middle","en face",33,"no",1
2008,"June",5,1,"Poland",13021,"blouses","C18","of many colors","bottom right","en face",48,"yes",1
2008,"May",7,6,"Poland",7995,"sale","P49","white","bottom in the middle","en face",33,"no",3
2008,"April",18,11,"Poland",4513,"blouses","C2","red","top left","en face",43,"yes",1
2008,"April",5,13,"Poland",1514,"trousers","A7","blue","top right","en face",43,"no",1
2008,"July",28,11,"Poland",21523,"sale","P33","of many colors","bottom in the middle","en face",43,"yes",2
2008,"May",3,5,"Poland",7263,"trousers","A13","beige","bottom in the middle","en face",28,"no",1
2008,"May",12,1,"Poland",8782,"trousers","A34","black","bottom right","en face",38,"no",2
2008,"April",1,2,"Czech_Republic",338,"skirts","B2","blue","top left","profile",57,"yes",1
2008,"April",16,3,"Slovakia",4129,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"May",21,2,"Poland",10420,"trousers","A35","white","bottom right","profile",33,"no",2
2008,"June",30,4,"com(*.com)",17025,"skirts","B15","of many colors","bottom in the middle","en face",38,"no",1
2008,"May",13,4,"Czech_Republic",9023,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",2,1,"Poland",712,"sale","P1","blue","top left","en face",38,"yes",1
2008,"July",22,20,"Poland",20513,"trousers","A19","red","top left","profile",33,"no",2
2008,"April",10,3,"Czech_Republic",2806,"blouses","C3","grey","top left","profile",23,"no",1
2008,"June",7,2,"Poland",13316,"skirts","B11","black","bottom left","en face",43,"no",1
2008,"July",6,2,"Czech_Republic",17804,"trousers","A5","blue","top in the middle","en face",43,"no",1
2008,"July",27,10,"Poland",21393,"blouses","C15","grey","bottom in the middle","en face",33,"no",1
2008,"June",23,4,"Poland",15710,"trousers","A18","brown","bottom right","en face",38,"no",1
2008,"April",20,1,"Poland",4872,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"July",14,7,"Poland",19154,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"May",4,1,"Czech_Republic",7342,"skirts","B15","of many colors","bottom in the middle","en face",38,"no",1
2008,"June",1,1,"Poland",12216,"trousers","A15","white","bottom in the middle","profile",33,"no",1
2008,"June",12,14,"Poland",14191,"skirts","B15","of many colors","bottom in the middle","en face",38,"no",1
2008,"August",9,3,"Poland",23450,"blouses","C8","black","top right","profile",48,"yes",1
2008,"June",1,1,"Poland",12255,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"April",21,3,"Poland",5096,"trousers","A25","beige","top right","en face",38,"no",2
2008,"May",18,24,"Poland",9801,"trousers","A7","blue","top right","en face",43,"no",1
2008,"August",4,2,"Poland",22579,"trousers","A2","blue","top left","en face",43,"no",1
2008,"April",25,5,"Poland",5928,"trousers","A4","blue","top in the middle","profile",38,"no",1
2008,"July",15,1,"Poland",19407,"skirts","B16","red","bottom right","en face",52,"yes",1
2008,"July",13,1,"Poland",18966,"sale","P8","black","top right","en face",28,"no",1
2008,"August",5,3,"Poland",22822,"blouses","C56","grey","top left","profile",57,"yes",4
2008,"June",16,8,"Poland",14682,"sale","P1","blue","top left","en face",38,"yes",1
2008,"May",24,9,"Poland",10848,"trousers","A40","brown","top in the middle","profile",38,"no",3
2008,"June",26,2,"Poland",16317,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"May",9,5,"Poland",8282,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"May",7,22,"Poland",7961,"blouses","C40","white","top in the middle","profile",28,"no",3
2008,"August",7,3,"Poland",23173,"skirts","B13","red","bottom in the middle","profile",62,"yes",1
2008,"April",4,8,"Poland",1452,"skirts","B31","of many colors","bottom in the middle","en face",57,"yes",2
2008,"July",21,4,"Czech_Republic",20444,"trousers","A21","beige","top left","en face",62,"yes",2
2008,"July",30,15,"Poland",21854,"sale","P23","grey","top in the middle","profile",28,"no",2
2008,"May",15,13,"Lithuania",9342,"sale","P38","of many colors","top left","en face",33,"no",3
2008,"July",22,2,"Poland",20562,"skirts","B26","violet","top right","en face",57,"yes",2
2008,"May",24,1,"Czech_Republic",10948,"trousers","A16","beige","bottom right","en face",33,"no",1
2008,"June",17,22,"Poland",14850,"sale","P10","brown","bottom left","profile",65,"yes",1
2008,"August",6,1,"Poland",22889,"blouses","C1","brown","top left","profile",28,"no",1
2008,"June",15,12,"Czech_Republic",14504,"trousers","A41","brown","top in the middle","en face",43,"no",3
2008,"April",30,8,"Poland",6872,"blouses","C29","grey","bottom left","profile",52,"yes",2
2008,"July",21,2,"Poland",20361,"trousers","A11","blue","bottom left","en face",62,"yes",1
2008,"April",1,15,"Poland",456,"sale","P5","blue","top in the middle","en face",23,"no",1
2008,"June",12,6,"Poland",14084,"skirts","B10","black","bottom left","en face",67,"yes",1
2008,"August",7,12,"Poland",23222,"sale","P30","brown","bottom left","en face",33,"no",2
2008,"June",2,2,"Czech_Republic",12478,"trousers","A12","black","bottom left","en face",38,"no",1
2008,"April",29,4,"Czech_Republic",6558,"blouses","C30","black","bottom left","profile",28,"no",2
2008,"May",20,27,"Czech_Republic",10096,"trousers","A30","grey","bottom left","en face",38,"no",2
2008,"April",12,1,"Poland",3161,"trousers","A1","navy blue","top left","en face",28,"no",1
2008,"April",5,10,"Czech_Republic",1532,"trousers","A2","blue","top left","en face",43,"no",1
2008,"July",23,2,"Poland",20814,"trousers","A2","blue","top left","en face",43,"no",1
2008,"June",19,3,"Poland",15216,"trousers","A8","blue","top right","en face",62,"yes",1
2008,"June",9,1,"Poland",13625,"skirts","B4","olive","top in the middle","en face",52,"yes",1
2008,"May",19,3,"Norway",9917,"skirts","B3","red","top left","en face",52,"yes",1
2008,"May",7,5,"Poland",7883,"trousers","A27","blue","top right","en face",55,"yes",2
2008,"April",29,10,"Poland",6649,"sale","P15","brown","bottom in the middle","profile",38,"yes",1
2008,"April",2,24,"Poland",513,"blouses","C31","red","bottom in the middle","en face",33,"no",2
2008,"April",3,2,"net(*.net)",1217,"skirts","B17","grey","bottom right","profile",38,"no",1
2008,"May",18,2,"Poland",9814,"sale","P4","brown","top in the middle","en face",38,"yes",1
2008,"August",5,9,"Poland",22787,"sale","P8","black","top right","en face",28,"no",1
2008,"August",5,19,"Poland",22690,"sale","P6","black","top in the middle","en face",43,"yes",1
2008,"April",26,7,"Netherlands",6026,"skirts","B34","black","bottom right","en face",48,"no",2
2008,"April",16,20,"Poland",4153,"skirts","B27","black","top right","en face",57,"yes",2
2008,"May",5,2,"Poland",7570,"skirts","B32","grey","bottom in the middle","en face",38,"no",2
2008,"April",14,20,"Poland",3667,"sale","P82","grey","bottom left","profile",48,"yes",5
2008,"July",2,23,"Germany",17358,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"August",11,8,"Lithuania",23794,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"May",23,1,"Christmas_Island",10746,"blouses","C13","of many colors","bottom in the middle","en face",48,"yes",1
2008,"July",10,11,"Poland",18650,"sale","P18","black","bottom right","en face",28,"no",1
2008,"June",14,14,"Poland",14433,"sale","P74","red","top left","profile",33,"no",5
2008,"July",15,7,"Poland",19342,"trousers","A17","black","bottom right","en face",62,"yes",1
2008,"May",13,8,"Poland",9041,"trousers","A26","black","top right","en face",38,"no",2
2008,"April",23,8,"Poland",5500,"skirts","B30","of many colors","bottom left","en face",57,"yes",2
2008,"July",18,4,"Poland",19954,"trousers","A12","black","bottom left","en face",38,"no",1
